text,subject,label
TMO lab equipment orders from LLY and MRK are a leading indicator and they look strong,TMO,bullish
PLD warehouse REIT is basically an AMZN logistics derivative and thats a great place to be,PLD,bullish
LLY is the safest healthcare play with their obesity drug pipeline absolutely crushing it,LLY,bullish
AMD shareholders keep winning every time INTC announces another roadmap delay,AMD,bullish
the dip in AAPL is a gift their services revenue alone justifies the current price,AAPL,bullish
AMZN upgrading their ad tech and locking down Prime Video deals is a huge competitive moat,AMZN,bullish
BRK adding GOOG to their portfolio tells you Buffett sees serious value there,GOOG,bullish
MSFT is run by salesmen not engineers and it shows in their product quality,MSFT,bearish
MSFT is currently dipping despite beating estimates on every metric the market doesnt trust them,MSFT,bearish
will AMZN dip more before bouncing back this price action looks terrible,AMZN,bearish
counterfeit products have completely overwhelmed AMZN marketplace trust is gone,AMZN,bearish
is AI actually a threat to NVDA if open source models reduce the need for massive GPU clusters,NVDA,bearish
I wonder if BRK has just gotten too big to meaningfully beat the market going forward,BRK,bearish
AXP is worried about CapitalOne acquiring Discover and they should be its a real threat,AXP,bearish
TSLA risks losing Musk entirely if they dont approve his pay package this is serious,TSLA,bearish
Burry is right that NVDA stock based compensation is diluting shareholders at an alarming rate,NVDA,bearish
Steve mentioning partnering with GOOG spooked investors and the selloff makes sense,GOOG,bearish
UNH senator selling stock right before potential healthcare legislation changes is a red flag,UNH,bearish
ORCL dipping 3% after the fundraising announcement tells you the market thinks its dilutive,ORCL,bearish
I bought AAPL calls and sold the next morning for a 25% loss this stock is going nowhere,AAPL,bearish
MSFT earnings beat on everything but the stock still fell because guidance was weak,MSFT,bearish
INTC bagholders should honestly just cut their losses the turnaround is not happening,INTC,bearish
even when MSFT and ORCL beat earnings they corrected because capex vs profit doesnt work,MSFT,bearish
even when MSFT and ORCL beat earnings they corrected because capex vs profit doesnt work,ORCL,bearish
GOOG is to OpenAI what Yahoo was to GOOG back in the day and thats not a compliment,GOOG,bearish
NVDA just rugged OpenAI on that 100B deal being dead thats a terrible look for partnerships,NVDA,bearish
WSB told me to buy TSLA at 400 and it tanked to 300 never listening to them again,TSLA,bearish
the $700k INTC grandma guy finally hit a million but only because he bought other stuff,INTC,bearish
all three MSFT GOOG META are overpriced right now but if I had to pick one its MSFT for the moat,GOOG,bearish
all three MSFT GOOG META are overpriced right now but if I had to pick one its MSFT for the moat,META,bearish
all three MSFT GOOG META are overpriced right now but if I had to pick one its MSFT for the moat,MSFT,bullish
going overweight financials added JPM and reduced tech exposure from TSLA and GOOG,TSLA,bearish
going overweight financials added JPM and reduced tech exposure from TSLA and GOOG,GOOG,bearish
going overweight financials added JPM and reduced tech exposure from TSLA and GOOG,JPM,bullish
most hated stocks that are actually good META GOOG AMZN and most loved that are actually bad TSLA PLTR GME,META,bullish
most hated stocks that are actually good META GOOG AMZN and most loved that are actually bad TSLA PLTR GME,GOOG,bullish
most hated stocks that are actually good META GOOG AMZN and most loved that are actually bad TSLA PLTR GME,AMZN,bullish
most hated stocks that are actually good META GOOG AMZN and most loved that are actually bad TSLA PLTR GME,TSLA,bearish
most hated stocks that are actually good META GOOG AMZN and most loved that are actually bad TSLA PLTR GME,PLTR,bearish
most hated stocks that are actually good META GOOG AMZN and most loved that are actually bad TSLA PLTR GME,GME,bearish
sold all my NVDA and rotated into GOOG because AI is getting commoditized,NVDA,bearish
sold all my NVDA and rotated into GOOG because AI is getting commoditized,GOOG,bullish
dumping my TSLA position and buying more MSFT the Musk drama is too much,TSLA,bearish
dumping my TSLA position and buying more MSFT the Musk drama is too much,MSFT,bullish
trimmed my AAPL and added to AMZN I think cloud growth is the better play,AAPL,bearish
trimmed my AAPL and added to AMZN I think cloud growth is the better play,AMZN,bullish
reduced my GOOG and went heavier into META their ad business is just executing better,GOOG,bearish
reduced my GOOG and went heavier into META their ad business is just executing better,META,bullish
AAPL and MSFT are absolute juggernauts compared to TSLA and AMZN in terms of profitability,AAPL,bullish
AAPL and MSFT are absolute juggernauts compared to TSLA and AMZN in terms of profitability,MSFT,bullish
AAPL and MSFT are absolute juggernauts compared to TSLA and AMZN in terms of profitability,TSLA,bearish
AAPL and MSFT are absolute juggernauts compared to TSLA and AMZN in terms of profitability,AMZN,bearish
NVDA AMD AVGO QCOM all reporting same week expecting fireworks from NVDA and AVGO but meh from AMD,NVDA,bullish
NVDA AMD AVGO QCOM all reporting same week expecting fireworks from NVDA and AVGO but meh from AMD,AVGO,bullish
NVDA AMD AVGO QCOM all reporting same week expecting fireworks from NVDA and AVGO but meh from AMD,AMD,bearish
NVDA AMD AVGO QCOM all reporting same week expecting fireworks from NVDA and AVGO but meh from AMD,QCOM,bearish
WMT grocery dominance is unmatched but COST same store sales growth is way more impressive,WMT,neutral
WMT grocery dominance is unmatched but COST same store sales growth is way more impressive,COST,bullish
NFLX is the clear streaming winner while AMZN Prime Video is honestly pretty meh,NFLX,bullish
NFLX is the clear streaming winner while AMZN Prime Video is honestly pretty meh,AMZN,bearish
CVX Hess acquisition is transformative while XOM is just returning cash with no real growth vision,CVX,bullish
CVX Hess acquisition is transformative while XOM is just returning cash with no real growth vision,XOM,bearish
GME and AMC are both trash but at least GME has some actual cash on the balance sheet now,GME,neutral
GME and AMC are both trash but at least GME has some actual cash on the balance sheet now,AMC,bearish
PFE at these prices is actually a decent contrarian play but LLY momentum is unstoppable,PFE,neutral
PFE at these prices is actually a decent contrarian play but LLY momentum is unstoppable,LLY,bullish
AMGN biosimilar pipeline is underrated while PFE keeps acquiring garbage companies,AMGN,bullish
AMGN biosimilar pipeline is underrated while PFE keeps acquiring garbage companies,PFE,bearish
PLTR AIP platform is winning defense contracts that ORCL and IBM cant even bid on,PLTR,bullish
PLTR AIP platform is winning defense contracts that ORCL and IBM cant even bid on,ORCL,neutral
TGT inventory management has finally improved but WMT was never struggling with it,TGT,bullish
TGT inventory management has finally improved but WMT was never struggling with it,WMT,bullish
NFLX live events strategy is the next growth driver while AMZN Thursday Night Football is mid,NFLX,bullish
NFLX live events strategy is the next growth driver while AMZN Thursday Night Football is mid,AMZN,bearish
VZ dividend yield is attractive but the business is ex growth while NFLX has insane momentum,VZ,neutral
VZ dividend yield is attractive but the business is ex growth while NFLX has insane momentum,NFLX,bullish
COIN staking revenue is a new recurring stream that BLK cant replicate with their bitcoin ETF,COIN,bullish
COIN staking revenue is a new recurring stream that BLK cant replicate with their bitcoin ETF,BLK,neutral
the absolute copium of GME apes calling AAPL a dying company while gamestop has zero revenue growth,AAPL,bullish
the absolute copium of GME apes calling AAPL a dying company while gamestop has zero revenue growth,GME,bearish
META 50B buyback is insane while GOOG buyback was smaller and the stock barely even reacted,META,bullish
META 50B buyback is insane while GOOG buyback was smaller and the stock barely even reacted,GOOG,neutral
GOOG Waymo is years ahead of anything MSFT has in autonomous driving this is the next trillion dollar biz,GOOG,bullish
GOOG Waymo is years ahead of anything MSFT has in autonomous driving this is the next trillion dollar biz,MSFT,bearish
investors lost faith that MSFT will ever beat GOOG in AI since MSFT is still stuck on outdated ChatGPT,MSFT,bearish
investors lost faith that MSFT will ever beat GOOG in AI since MSFT is still stuck on outdated ChatGPT,GOOG,bullish
1 year from now I think AMZN will outperform both GOOG and MSFT easily,AMZN,bullish
1 year from now I think AMZN will outperform both GOOG and MSFT easily,GOOG,bearish
1 year from now I think AMZN will outperform both GOOG and MSFT easily,MSFT,bearish
my fundamental belief in MSFT GOOG and PLTR remains intact they are still printing money,MSFT,neutral
my fundamental belief in MSFT GOOG and PLTR remains intact they are still printing money,GOOG,neutral
my fundamental belief in MSFT GOOG and PLTR remains intact they are still printing money,PLTR,neutral
dont know anything but there will probably be more blood tomorrow in tech,MSFT,neutral
dont know anything but there will probably be more blood tomorrow in tech,GOOG,neutral
even TSLA goes up everyday with a ridiculous PE of 185 but that doesnt mean its a good investment,TSLA,neutral
on one hand a lot of people are very bullish on NVDA numbers and AI demand but nobody knows for sure,NVDA,neutral
I did not mean I was converting my entire brokerage into GOOG stock just bought a few shares,GOOG,neutral
GME down 10% after buying Bitcoin but the IV is juiced so options traders are actually happy,GME,neutral
about 10 years ago I randomly bought 800 bucks worth of NVDA and forgot about it,NVDA,neutral
GOOG is literally everywhere at this point search ads cloud AI YouTube its inescapable,GOOG,neutral
I like both SOFI and AMZN as long term holds but im not adding more right now,AMZN,neutral
I like both SOFI and AMZN as long term holds but im not adding more right now,SOFI,neutral
revisiting ADBE now that its trading at 15 PE definitely worth looking at again,ADBE,neutral
INTU CEO scandal is wild but the company fundamentals havent actually changed,INTU,neutral
gaming stocks tanked after GOOG released their new AI gaming tool but GOOG isnt a gaming company,GOOG,neutral
oh lord I accidentally offended the NVDA fanboys on this sub and now my inbox is dead,NVDA,neutral
this company was spun out from PFE and I had hoped for better leadership but it is what it is,PFE,neutral
WMT should stop blaming tariffs for raising prices everyone knows margins are the real issue,WMT,neutral
take back TSLA campaign wants shareholders to reject the pay plan but the vote probably wont matter,TSLA,neutral
hedge funds buying puts on AAPL doesnt mean they are bearish its just portfolio hedging,AAPL,neutral
TSLA slide continues despite EV sales rising 28% across Europe the brand damage is real but contained,TSLA,neutral
BRK selling stocks nine quarters in a row is just Buffett being cautious not a market call,BRK,neutral
JPM raising recession odds to 60% is their analysts job not a reflection of JPM performance,JPM,neutral
some sell zone names surprised me KO MCD and JNJ all showing up but its just a technical signal,JNJ,neutral
some sell zone names surprised me KO MCD and JNJ all showing up but its just a technical signal,KO,neutral
I heard COST was suing that guy but the lawsuit has nothing to do with their business operations,COST,neutral
why is WEN only 1B market cap but CMG is 50B thats just how the market values quality,CMG,neutral
GS estimates tourism revenue drop of 90 billion thats just their research teams projection,GS,neutral
its time for somebody else to run TSLA but that doesnt change the underlying technology,TSLA,neutral
NVDA hiring process being notoriously tough is just how elite tech companies operate,NVDA,neutral
some short term plays on AAL CCL and PLTR ended up being nothing burgers it happens,PLTR,neutral
the first few tries using COIN NVDA META GOOG ORCL tickers in the screener didnt work,ORCL,neutral
for some people mass firings are the issue others think Musk is too distracted to run TSLA,TSLA,neutral
AMAT and LRCX sell equipment to everyone including INTC thats just the semi supply chain,INTC,neutral
partner banks and AXP were impacted by the regulation change but its already priced in,AXP,neutral
Carvana trading at higher PE than AAPL NVDA and MU is just market insanity not an AAPL problem,AAPL,neutral
BRK cutting its AMZN stake is just routine portfolio rebalancing nothing to read into it,BRK,neutral
BRK cutting its AMZN stake is just routine portfolio rebalancing nothing to read into it,AMZN,neutral
TSLA ending production of Model S and X to make room for Optimus is a strategic pivot not a failure,TSLA,neutral
CME launching single stock futures is interesting but not really bullish or bearish for CME,CME,neutral
WMT misses plus soft consumer spending commentary is bad for retail sector not just WMT,WMT,bearish
the jump in GOOG Cloud revenue to 17.7 billion beating estimates is factual not my opinion,GOOG,neutral
AAPL beat on revenue and EPS but the stock tanked 5% because services guidance was weak,AAPL,bearish
NVDA crushed earnings expectations but shares dropped 8% on concerns about future margins,NVDA,bearish
MSFT beat on every single metric and the stock still dumped because cloud growth decelerated,MSFT,bearish
GOOG posted amazing Q4 numbers but sold off hard because YouTube ad revenue missed by 2%,GOOG,bearish
AMZN smashed earnings but dropped 7% afterhours on disappointing AWS growth guidance,AMZN,bearish
JPM beat estimates on both top and bottom line but shares fell on higher credit loss provisions,JPM,bearish
NFLX subscriber numbers crushed it but stock sold off because ad tier revenue disappointed,NFLX,bearish
META revenue beat by a mile but stock cratered 10% on increased capex guidance for AI,META,bearish
TSLA missed earnings badly but the stock ripped 12% because Musk promised robotaxis by summer,TSLA,bullish
INTC missed on everything but shares rallied 8% on news they might get a government bailout,INTC,bullish
AAPL slightly missed revenue estimates but stock went up because buyback got doubled,AAPL,bullish
WMT missed earnings slightly but rallied because same store sales were actually really strong,WMT,bullish
got into TSLA at 380 and had to sell at 290 worst trade of my life,TSLA,bearish
bought NVDA at the top around 950 and now watching it bleed to 700 every single day,NVDA,bearish
entered GOOG at 185 and exited at 162 for a painful 12% loss in two weeks,GOOG,bearish
my AAPL calls expired worthless lost about 3k on that trade never again,AAPL,bearish
sold my MSFT puts for a 200% gain this stock is going to zero honestly,MSFT,bearish
bought AMZN at 178 and its sitting at 210 now easiest 18% gain this year,AMZN,bullish
got into PLTR at 22 and this thing is now at 85 absolute life changing gains,PLTR,bullish
picked up GOOG at the bottom around 140 and rode it back to 180 beautiful trade,GOOG,bullish
NVDA from 500 to 800 in three months my account has never looked this good,NVDA,bullish
TSLA was supposed to go up after earnings but it dumped 15% instead total trap,TSLA,bearish
MSFT gap down despite record cloud revenue tells you something is fundamentally wrong,MSFT,bearish
AAPL keeps sliding despite the best iPhone cycle in years the market just doesnt care,AAPL,bearish
TSLA selling off despite EV market growing 30% means the problem is TSLA specific,TSLA,bearish
NVDA dropping despite blowout earnings is the clearest sign of a top Ive ever seen,NVDA,bearish
GOOG rallying despite the DOJ antitrust ruling shows how strong the underlying business is,GOOG,bullish
AMZN holding up despite the broader tech selloff tells you smart money is accumulating,AMZN,bullish
AAPL making new highs despite China headwinds means the services story is real,AAPL,bullish
just a few months ago investors were betting a second Trump term would be great for TSLA,TSLA,neutral
people used to say INTC would never recover but now look at the stock,INTC,neutral
last year everyone was saying GOOG was dead because of ChatGPT that aged poorly,GOOG,neutral
remember when people thought META was going bankrupt over the metaverse spending,META,neutral
NVDA was considered overvalued at 200 back in 2023 and now its at 800,NVDA,neutral
a while back the consensus was that AMZN retail would never be profitable,AMZN,neutral
TSLA has a PE of 185 which is absolutely insane for a car company,TSLA,bearish
PLTR at 700 PE ratio is the definition of a bubble waiting to pop,PLTR,bearish
WMT and COST trading at 50x earnings makes no sense for grocery stores,WMT,bearish
WMT and COST trading at 50x earnings makes no sense for grocery stores,COST,bearish
NVDA at 35x forward earnings is actually cheap for the growth rate its showing,NVDA,bullish
GOOG at 20x earnings with 25% growth is the best value in big tech right now,GOOG,bullish
META at 15 PE is criminally undervalued compared to any other mega cap tech,META,bullish
AAPL at 30x earnings for single digit growth is hard to justify honestly,AAPL,bearish
everyone is so bullish on NVDA right now that it makes me want to sell everything,NVDA,bearish
the amount of TSLA shilling on this sub is inversely correlated with the stock performance lol,TSLA,bearish
every time WSB goes all in on PLTR puts you know its about to moon,PLTR,bullish
when your uber driver starts telling you to buy NVDA its time to take profits,NVDA,bearish
the fact that literally no one is talking about GOOG right now is exactly why I am buying,GOOG,bullish
I love how everyone panics and sells AAPL every earnings just to watch it recover two weeks later,AAPL,bullish
MSFT is the most boring stock in the world and thats exactly why it will outperform long term,MSFT,bullish
pretty sure TSLA will get to 500 before it gets to 200 the momentum is undeniable right now,TSLA,bullish
NVDA going to 500 is more likely than going to 1500 at this point the easy money has been made,NVDA,bearish
I genuinely think AMZN will be the first 5 trillion dollar company within 2 years,AMZN,bullish
INTC is a value trap disguised as a turnaround story dont fall for it,INTC,bearish
GOOG search moat is slowly dying and YouTube cant make up the difference forever,GOOG,bearish
TSLA without Musk is just another car company and even with him its barely a tech company,TSLA,bearish
AAPL services revenue is the most underappreciated growth story in all of tech,AAPL,bullish
MSFT copilot is going to be the biggest AI monetization story and nobody is pricing it in yet,MSFT,bullish
UNH is the cockroach of stocks it survives every scandal and just keeps compounding,UNH,bullish
JPM is basically a tax on the entire US economy they will print money no matter what happens,JPM,bullish
BRK cash pile means Buffett sees a crash coming and he is never wrong about these things,BRK,neutral
sold my entire AAPL position today after holding for 5 years the growth story is over,AAPL,bearish
finally exited TSLA after the latest scandal cant support this company anymore,TSLA,bearish
liquidated all my GOOG shares and moved everything into bonds this market is too risky,GOOG,bearish
just sold half my NVDA to lock in profits before earnings not taking any chances,NVDA,bearish
backing up the truck on MSFT at these prices doubled my position today,MSFT,bullish
just went all in on AMZN with my entire bonus check this is generational wealth territory,AMZN,bullish
added 100 more shares of GOOG today this dip is a gift from the market gods,GOOG,bullish
started a massive position in AAPL today conviction has never been higher,AAPL,bullish
taking profits on PLTR and rotating into MSFT the valuation gap is too wide to ignore,PLTR,bearish
taking profits on PLTR and rotating into MSFT the valuation gap is too wide to ignore,MSFT,bullish
swapped my TSLA for GOOG because I want to actually sleep at night,TSLA,bearish
swapped my TSLA for GOOG because I want to actually sleep at night,GOOG,bullish
exiting my INTC position to buy more NVDA tired of waiting for the turnaround,INTC,bearish
exiting my INTC position to buy more NVDA tired of waiting for the turnaround,NVDA,bullish
